extra,frequency,country_id,indicator_id,price,date,source
,Annual,CHE,EF:br,9.293812432527954,2010-12-31,ECONOMIC_FREEDOM
,Annual,CIV,EF:br,6.973481853691235,2010-12-31,ECONOMIC_FREEDOM
,Annual,CHL,EF:br,6.4578528361719645,2010-12-31,ECONOMIC_FREEDOM
,Annual,CMR,EF:br,2.6691004900521027,2010-12-31,ECONOMIC_FREEDOM
,Annual,CHN,EF:br,5.538688065811525,2010-12-31,ECONOMIC_FREEDOM
,Annual,COL,EF:br,7.836599991712624,2010-12-31,ECONOMIC_FREEDOM
,Annual,CRI,EF:br,7.242505688918682,2010-12-31,ECONOMIC_FREEDOM
,Annual,CPV,EF:br,7.915065276987296,2010-12-31,ECONOMIC_FREEDOM
,Annual,CYP,EF:br,8.329810356296274,2010-12-31,ECONOMIC_FREEDOM
,Annual,CZE,EF:br,3.756405157429696,2010-12-31,ECONOMIC_FREEDOM
,Annual,DEU,EF:br,7.522738850613937,2010-12-31,ECONOMIC_FREEDOM
,Annual,DNK,EF:br,8.486740926845616,2010-12-31,ECONOMIC_FREEDOM
,Annual,DOM,EF:br,6.368178224429482,2010-12-31,ECONOMIC_FREEDOM
,Annual,DZA,EF:br,4.944593763017581,2010-12-31,ECONOMIC_FREEDOM
,Annual,ECU,EF:br,2.6691004900521027,2010-12-31,ECONOMIC_FREEDOM
,Annual,EST,EF:br,9.04720725023613,2010-12-31,ECONOMIC_FREEDOM
,Annual,EGY,EF:br,5.146361639438166,2010-12-31,ECONOMIC_FREEDOM
,Annual,ESP,EF:br,7.903855950519485,2010-12-31,ECONOMIC_FREEDOM
,Annual,ETH,EF:br,7.780553359373572,2010-12-31,ECONOMIC_FREEDOM
,Annual,FIN,EF:br,8.957532638493648,2010-12-31,ECONOMIC_FREEDOM
,Annual,FJI,EF:br,8.17287978574693,2010-12-31,ECONOMIC_FREEDOM
,Annual,FRA,EF:br,8.520368906249049,2010-12-31,ECONOMIC_FREEDOM
,Annual,GAB,EF:br,4.529848683708603,2010-12-31,ECONOMIC_FREEDOM
,Annual,GBR,EF:br,8.766974088540874,2010-12-31,ECONOMIC_FREEDOM
,Annual,GEO,EF:br,5.661990656957437,2010-12-31,ECONOMIC_FREEDOM
,Annual,GHA,EF:br,7.489110871210506,2010-12-31,ECONOMIC_FREEDOM
,Annual,GMB,EF:br,5.785293248103349,2010-12-31,ECONOMIC_FREEDOM
,Annual,GRC,EF:br,7.489110871210506,2010-12-31,ECONOMIC_FREEDOM
,Annual,GTM,EF:br,6.143991695073278,2010-12-31,ECONOMIC_FREEDOM
,Annual,GNB,EF:br,7.66846009469547,2010-12-31,ECONOMIC_FREEDOM
,Annual,GUY,EF:br,7.051947138965907,2010-12-31,ECONOMIC_FREEDOM
,Annual,HKG,EF:br,9.103253882575181,2010-12-31,ECONOMIC_FREEDOM
,Annual,HND,EF:br,7.489110871210506,2010-12-31,ECONOMIC_FREEDOM
,Annual,HRV,EF:br,7.802972012309192,2010-12-31,ECONOMIC_FREEDOM
,Annual,HTI,EF:br,7.937483929922916,2010-12-31,ECONOMIC_FREEDOM
,Annual,HUN,EF:br,6.895016568416564,2010-12-31,ECONOMIC_FREEDOM
,Annual,IDN,EF:br,7.018319159562476,2010-12-31,ECONOMIC_FREEDOM
,Annual,IRL,EF:br,9.148091188446422,2010-12-31,ECONOMIC_FREEDOM
,Annual,ISR,EF:br,7.365808280064593,2010-12-31,ECONOMIC_FREEDOM
,Annual,IND,EF:br,7.1528310771762,2010-12-31,ECONOMIC_FREEDOM
,Annual,IRN,EF:br,6.143991695073278,2010-12-31,ECONOMIC_FREEDOM
,Annual,ISL,EF:br,8.430694294506566,2010-12-31,ECONOMIC_FREEDOM
,Annual,ITA,EF:br,6.805341956674082,2010-12-31,ECONOMIC_FREEDOM
,Annual,JAM,EF:br,5.359338842326561,2010-12-31,ECONOMIC_FREEDOM
,Annual,JOR,EF:br,8.699718129734013,2010-12-31,ECONOMIC_FREEDOM
,Annual,JPN,EF:br,6.300922265622621,2010-12-31,ECONOMIC_FREEDOM
,Annual,KEN,EF:br,5.5947346981505754,2010-12-31,ECONOMIC_FREEDOM
,Annual,KGZ,EF:br,7.64604144175985,2010-12-31,ECONOMIC_FREEDOM
,Annual,KHM,EF:br,8.060786521068827,2010-12-31,ECONOMIC_FREEDOM
,Annual,KOR,EF:br,7.4779015447426955,2010-12-31,ECONOMIC_FREEDOM
,Annual,KWT,EF:br,8.67729947679839,2010-12-31,ECONOMIC_FREEDOM
,Annual,KAZ,EF:br,7.892646624051674,2010-12-31,ECONOMIC_FREEDOM
,Annual,LBN,EF:br,7.982321235794156,2010-12-31,ECONOMIC_FREEDOM
,Annual,LKA,EF:br,7.130412424240578,2010-12-31,ECONOMIC_FREEDOM
,Annual,LSO,EF:br,6.368178224429482,2010-12-31,ECONOMIC_FREEDOM
,Annual,LTU,EF:br,8.038367868133209,2010-12-31,ECONOMIC_FREEDOM
,Annual,LUX,EF:br,9.338649738399196,2010-12-31,ECONOMIC_FREEDOM
,Annual,LVA,EF:br,6.749295324335031,2010-12-31,ECONOMIC_FREEDOM
,Annual,MAR,EF:br,7.332180300661163,2010-12-31,ECONOMIC_FREEDOM
,Annual,MDA,EF:br,7.444273565339266,2010-12-31,ECONOMIC_FREEDOM
,Annual,MNE,EF:br,5.830130553974591,2010-12-31,ECONOMIC_FREEDOM
,Annual,MDG,EF:br,7.746925379970142,2010-12-31,ECONOMIC_FREEDOM
,Annual,MKD,EF:br,8.66609015033058,2010-12-31,ECONOMIC_FREEDOM
,Annual,MLI,EF:br,6.973481853691235,2010-12-31,ECONOMIC_FREEDOM
,Annual,MNG,EF:br,7.847809318180435,2010-12-31,ECONOMIC_FREEDOM
,Annual,MRT,EF:br,2.1983087784040727,2010-12-31,ECONOMIC_FREEDOM
,Annual,MUS,EF:br,8.195298438682551,2010-12-31,ECONOMIC_FREEDOM
,Annual,MWI,EF:br,8.240135744553793,2010-12-31,ECONOMIC_FREEDOM
,Annual,MEX,EF:br,6.1103637156698465,2010-12-31,ECONOMIC_FREEDOM
,Annual,MYS,EF:br,8.509159579781238,2010-12-31,ECONOMIC_FREEDOM
,Annual,MOZ,EF:br,7.421854912403645,2010-12-31,ECONOMIC_FREEDOM
,Annual,NAM,EF:br,5.79650257457116,2010-12-31,ECONOMIC_FREEDOM
,Annual,NER,EF:br,6.973481853691235,2010-12-31,ECONOMIC_FREEDOM
,Annual,NIC,EF:br,7.67966942116328,2010-12-31,ECONOMIC_FREEDOM
,Annual,NLD,EF:br,8.5764155385881,2010-12-31,ECONOMIC_FREEDOM
,Annual,NOR,EF:br,9.024788597300509,2010-12-31,ECONOMIC_FREEDOM
,Annual,NPL,EF:br,6.345759571493862,2010-12-31,ECONOMIC_FREEDOM
,Annual,NZL,EF:br,8.071995847536638,2010-12-31,ECONOMIC_FREEDOM
,Annual,OMN,EF:br,9.305021758995766,2010-12-31,ECONOMIC_FREEDOM
,Annual,PAN,EF:br,4.597104642515464,2010-12-31,ECONOMIC_FREEDOM
,Annual,PER,EF:br,6.5363181214466355,2010-12-31,ECONOMIC_FREEDOM
,Annual,PNG,EF:br,7.8253906652448135,2010-12-31,ECONOMIC_FREEDOM
,Annual,PHL,EF:br,7.814181338777003,2010-12-31,ECONOMIC_FREEDOM
,Annual,PAK,EF:br,3.7227771780262655,2010-12-31,ECONOMIC_FREEDOM
,Annual,POL,EF:br,6.682039365528168,2010-12-31,ECONOMIC_FREEDOM
,Annual,PRT,EF:br,6.917435221352184,2010-12-31,ECONOMIC_FREEDOM
,Annual,PRY,EF:br,5.661990656957437,2010-12-31,ECONOMIC_FREEDOM
,Annual,QAT,EF:br,9.596464247158831,2010-12-31,ECONOMIC_FREEDOM
,Annual,ROU,EF:br,7.511529524146127,2010-12-31,ECONOMIC_FREEDOM
,Annual,SRB,EF:br,6.8725979154809425,2010-12-31,ECONOMIC_FREEDOM
,Annual,RUS,EF:br,6.749295324335031,2010-12-31,ECONOMIC_FREEDOM
,Annual,RWA,EF:br,8.341019682764085,2010-12-31,ECONOMIC_FREEDOM
,Annual,SAU,EF:br,9.114463209042992,2010-12-31,ECONOMIC_FREEDOM
,Annual,SWE,EF:br,8.632462170927152,2010-12-31,ECONOMIC_FREEDOM
,Annual,SGP,EF:br,9.058416576703939,2010-12-31,ECONOMIC_FREEDOM
,Annual,SVN,EF:br,7.085575118369337,2010-12-31,ECONOMIC_FREEDOM
,Annual,SVK,EF:br,7.410645585935835,2010-12-31,ECONOMIC_FREEDOM
,Annual,SLE,EF:br,5.998270450991744,2010-12-31,ECONOMIC_FREEDOM
,Annual,SEN,EF:br,2.5345885724383797,2010-12-31,ECONOMIC_FREEDOM
,Annual,SUR,EF:br,7.769344032905762,2010-12-31,ECONOMIC_FREEDOM
,Annual,SLV,EF:br,6.413015530300723,2010-12-31,ECONOMIC_FREEDOM
,Annual,SYR,EF:br,6.23366630681576,2010-12-31,ECONOMIC_FREEDOM
,Annual,SWZ,EF:br,8.834230047347734,2010-12-31,ECONOMIC_FREEDOM
,Annual,TCD,EF:br,1.7947730255629037,2010-12-31,ECONOMIC_FREEDOM
,Annual,TGO,EF:br,6.973481853691235,2010-12-31,ECONOMIC_FREEDOM
,Annual,THA,EF:br,7.040737812498097,2010-12-31,ECONOMIC_FREEDOM
,Annual,TJK,EF:br,7.489110871210506,2010-12-31,ECONOMIC_FREEDOM
,Annual,TLS,EF:br,6.906225894884374,2010-12-31,ECONOMIC_FREEDOM
,Annual,TUN,EF:br,8.385856988635325,2010-12-31,ECONOMIC_FREEDOM
,Annual,TUR,EF:br,7.500320197678317,2010-12-31,ECONOMIC_FREEDOM
,Annual,TTO,EF:br,7.64604144175985,2010-12-31,ECONOMIC_FREEDOM
,Annual,TWN,EF:br,7.253715015386492,2010-12-31,ECONOMIC_FREEDOM
,Annual,TZA,EF:br,8.071995847536638,2010-12-31,ECONOMIC_FREEDOM
,Annual,UKR,EF:br,2.635472510648672,2010-12-31,ECONOMIC_FREEDOM
,Annual,UGA,EF:br,7.612413462356419,2010-12-31,ECONOMIC_FREEDOM
,Annual,USA,EF:br,7.903855950519485,2010-12-31,ECONOMIC_FREEDOM
,Annual,URY,EF:br,6.23366630681576,2010-12-31,ECONOMIC_FREEDOM
,Annual,VEN,EF:br,0.31514193181195216,2010-12-31,ECONOMIC_FREEDOM
,Annual,YEM,EF:br,7.2200870359830605,2010-12-31,ECONOMIC_FREEDOM
,Annual,ZAF,EF:br,7.758134706437953,2010-12-31,ECONOMIC_FREEDOM
,Annual,ZMB,EF:br,8.520368906249049,2010-12-31,ECONOMIC_FREEDOM
,Annual,ZWE,EF:br,7.287342994789921,2010-12-31,ECONOMIC_FREEDOM
,Annual,ARE,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,ALB,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,ARM,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,AGO,EF:cmr,8,2010-12-31,ECONOMIC_FREEDOM
,Annual,ARG,EF:cmr,5,2010-12-31,ECONOMIC_FREEDOM
,Annual,AUT,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,AUS,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,AZE,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,BIH,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BRB,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BGD,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BEL,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BFA,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BGR,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BHR,EF:cmr,7,2010-12-31,ECONOMIC_FREEDOM
,Annual,BDI,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BEN,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BRN,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,BOL,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,BRA,EF:cmr,7,2010-12-31,ECONOMIC_FREEDOM
,Annual,BHS,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BWA,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,BLZ,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,CAN,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,COD,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,CAF,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,COG,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,CHE,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,CIV,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,CHL,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,CMR,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,CHN,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,COL,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,CRI,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,CPV,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,CYP,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,CZE,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,DEU,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,DNK,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,DOM,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,DZA,EF:cmr,7,2010-12-31,ECONOMIC_FREEDOM
,Annual,ECU,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,EST,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,EGY,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,ESP,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,ETH,EF:cmr,5,2010-12-31,ECONOMIC_FREEDOM
,Annual,FIN,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,FJI,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,FRA,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,GAB,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,GBR,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,GEO,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,GHA,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,GMB,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,GRC,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,GTM,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,GNB,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,GUY,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,HKG,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,HND,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,HRV,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,HTI,EF:cmr,8,2010-12-31,ECONOMIC_FREEDOM
,Annual,HUN,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,IDN,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,IRL,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,ISR,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,IND,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,IRN,EF:cmr,4,2010-12-31,ECONOMIC_FREEDOM
,Annual,ISL,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,ITA,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,JAM,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,JOR,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,JPN,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,KEN,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,KGZ,EF:cmr,8,2010-12-31,ECONOMIC_FREEDOM
,Annual,KOR,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,KWT,EF:cmr,5,2010-12-31,ECONOMIC_FREEDOM
,Annual,KAZ,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,LBN,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,LKA,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,LSO,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,LTU,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,LUX,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,LVA,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,MAR,EF:cmr,8,2010-12-31,ECONOMIC_FREEDOM
,Annual,MDA,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,MNE,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,MDG,EF:cmr,5,2010-12-31,ECONOMIC_FREEDOM
,Annual,MKD,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,MLI,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,MMR,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,MNG,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,MRT,EF:cmr,8,2010-12-31,ECONOMIC_FREEDOM
,Annual,MLT,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,MUS,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,MWI,EF:cmr,7,2010-12-31,ECONOMIC_FREEDOM
,Annual,MEX,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,MYS,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,MOZ,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,NAM,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,NER,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,NGA,EF:cmr,6,2010-12-31,ECONOMIC_FREEDOM
,Annual,NIC,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,NLD,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,NOR,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,NPL,EF:cmr,7,2010-12-31,ECONOMIC_FREEDOM
,Annual,NZL,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,OMN,EF:cmr,7,2010-12-31,ECONOMIC_FREEDOM
,Annual,PAN,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,PER,EF:cmr,8,2010-12-31,ECONOMIC_FREEDOM
,Annual,PNG,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,PHL,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,PAK,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,POL,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,PRT,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,PRY,EF:cmr,7,2010-12-31,ECONOMIC_FREEDOM
,Annual,QAT,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,ROU,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,SRB,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,RUS,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,RWA,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,SWE,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,SGP,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,SVN,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,SVK,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,SLE,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,SEN,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,SUR,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,SLV,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,SYR,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,SWZ,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,TCD,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,TGO,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,THA,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,TJK,EF:cmr,8,2010-12-31,ECONOMIC_FREEDOM
,Annual,TLS,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,TUN,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,TUR,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,TTO,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,TWN,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,TZA,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,UKR,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,UGA,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,USA,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,URY,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,VEN,EF:cmr,5,2010-12-31,ECONOMIC_FREEDOM
,Annual,VNM,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,YEM,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,ZAF,EF:cmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,ZMB,EF:cmr,9,2010-12-31,ECONOMIC_FREEDOM
,Annual,ARE,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,ALB,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,ARG,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,AUT,EF:lmr,3,2010-12-31,ECONOMIC_FREEDOM
,Annual,AUS,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,AZE,EF:lmr,1,2010-12-31,ECONOMIC_FREEDOM
,Annual,BIH,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BRB,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BGD,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BEL,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BFA,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BGR,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BHR,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BDI,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BEN,EF:lmr,1,2010-12-31,ECONOMIC_FREEDOM
,Annual,BRN,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BOL,EF:lmr,3,2010-12-31,ECONOMIC_FREEDOM
,Annual,BRA,EF:lmr,3,2010-12-31,ECONOMIC_FREEDOM
,Annual,BHS,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BWA,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,BLZ,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,CAN,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,COD,EF:lmr,3,2010-12-31,ECONOMIC_FREEDOM
,Annual,COG,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,CHE,EF:lmr,5,2010-12-31,ECONOMIC_FREEDOM
,Annual,CIV,EF:lmr,1,2010-12-31,ECONOMIC_FREEDOM
,Annual,CHL,EF:lmr,1,2010-12-31,ECONOMIC_FREEDOM
,Annual,CMR,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,CRI,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,CPV,EF:lmr,1,2010-12-31,ECONOMIC_FREEDOM
,Annual,CZE,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,DEU,EF:lmr,5,2010-12-31,ECONOMIC_FREEDOM
,Annual,DNK,EF:lmr,3,2010-12-31,ECONOMIC_FREEDOM
,Annual,DOM,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
,Annual,DZA,EF:lmr,1,2010-12-31,ECONOMIC_FREEDOM
,Annual,ECU,EF:lmr,3,2010-12-31,ECONOMIC_FREEDOM
,Annual,EST,EF:lmr,3,2010-12-31,ECONOMIC_FREEDOM
,Annual,ESP,EF:lmr,10,2010-12-31,ECONOMIC_FREEDOM
